INCIDENT_NUMBER,Lat,Long,my_colours
I172014704,42.33326215,-71.1070647,blue
I172102735,42.33196447,-71.11239238,blue
I172094060,42.32829858,-71.05691804,green
I172045005,42.33402461,-71.09039049,orange
I172034454,42.34345486,-71.07091946,pink
I172047430,42.32130333,-71.09247072,blue
I172063380,42.31989006,-71.07626209,blue
I172018695,42.3213001,-71.08567786,blue
I172030102,42.31465584,-71.06581008,blue
I172078305,42.31587074,-71.05668311,purple
I172041205,42.35032017,-71.10985026,pink
I172049806,42.28809601,-71.07745125,orange
I172007310,42.33364401,-71.09086302,blue
I172038003,42.31743113,-71.09278382,blue
I172073567,42.28056608,-71.08801662,orange
I172015337,42.32126432,-71.07748775,blue
I172085007,42.32243032,-71.08627064,blue
I172068324,42.35370585,-71.05898587,yellow
I172049228,42.27891807,-71.0931412,orange
I172104502,42.32284485,-71.10384777,red
I172039553,42.3207858,-71.09316876,blue
I172062658,42.32856401,-71.06835343,green
I172027778,42.33593698,-71.08008791,pink
I172023925,42.31609551,-71.08713118,blue
I172077524,42.31165709,-71.05531787,purple
I172104051,42.29526287,-71.07207439,purple
I172051109,42.35157221,-71.06353927,yellow
I172077022,42.27913786,-71.06970635,purple
I172050050,42.33744152,-71.10428096,blue
I172058650,42.36339154,-71.05488123,yellow
I172035674,42.28414025,-71.09305138,orange
I172069281,42.2680362,-71.09484348,orange
I172103921,42.35160937,-71.05600201,yellow
I172010363,42.28461235,-71.09224215,orange
I172055456,42.35306442,-71.08126007,pink
I172043136,42.29752853,-71.05571641,purple
I172055757,42.31269402,-71.06842736,blue
I172068077,42.32909775,-71.07906694,blue
I172041882,42.29142177,-71.07611259,orange
I172029287,42.32701527,-71.0670491,green
I172028121,42.32859767,-71.05363334,green
I172077050,42.28886535,-71.07738439,orange
I172036511,42.30555133,-71.06398068,purple
I172011919,42.31137341,-71.09151624,blue
I172017145,42.35062199,-71.06151653,yellow
I172073672,42.32424069,-71.07761917,blue
I172022648,42.32196122,-71.09577068,blue
I172095028,42.34932471,-71.08014801,pink
I172074562,42.31022711,-71.07233091,purple
I172017837,42.33311189,-71.0727637,pink
I172103721,42.29110848,-71.06281101,purple
I172063252,42.32638832,-71.10181751,red
I172064240,42.35684466,-71.0515409,yellow
I172008108,42.32929812,-71.08248425,blue
I172029047,42.35505244,-71.07390742,pink
I172009325,42.33104018,-71.08089782,blue
I172085824,42.3190725,-71.11386809,red
I172078996,42.31591905,-71.09691295,red
I172051974,42.34539557,-71.09823857,pink
I172010593,42.35366271,-71.05356113,yellow
I172073259,42.32243205,-71.10284817,red
I172068051,42.30839354,-71.06473124,purple
I172088987,42.33948731,-71.05549042,green
I172017438,42.33185624,-71.05277801,green
I172019305,42.29765063,-71.09178006,blue
I172001125,42.32779976,-71.06771009,green
I172107163,42.3116312,-71.06974316,blue
I172048466,42.35059717,-71.07881031,pink
I172082895,42.31949779,-71.09707352,blue
I172094738,42.30385042,-71.05431137,purple
I172066553,42.29278843,-71.08851888,orange
I172005231,42.32265965,-71.0706816,blue
I172052735,42.33163881,-71.09610805,blue
I172063009,42.29326352,-71.04902283,purple
I172097074,42.35973135,-71.05361653,yellow
I172054164,42.33513752,-71.05520076,green
I172029251,42.30467796,-71.07904517,purple
I172002802,42.32409762,-71.08483043,blue
I172015114,42.33164159,-71.10760789,blue
I172053590,42.31478432,-71.07160997,blue
I172064243,42.29979065,-71.05954439,purple
I172063768,42.29681873,-71.05656121,purple
I172028090,42.29873558,-71.05084108,purple
I172000284,42.27113353,-71.06819173,purple
I172038860,42.33698515,-71.07258823,pink
I172085012,42.30646495,-71.1176378,red
I172076622,42.320718,-71.05677,purple
I172062796,42.34997256,-71.06348817,purple
I172060233,42.3136743,-71.07940993,blue
I172018060,42.356673,-71.050769,yellow
I172063752,42.30799725,-71.05833798,purple
I172034439,42.33127785,-71.04619451,green
I172031507,42.32610077,-71.10433335,red
I172045370,42.29736576,-71.07062879,purple
I172089055,42.2871482,-71.06493039,purple
I172012176,42.3370097,-71.1092979,blue
I172048537,42.33899339,-71.08008595,pink
I172095211,42.32462274,-71.07311246,blue
I172104862,42.34051771,-71.07806475,pink
I172103349,42.30263978,-71.06038376,purple
I172077428,42.34815229,-71.08450821,pink
I172038735,42.28659867,-71.07325436,orange
I172074434,42.33329452,-71.09278048,blue
I172025472,42.2991897,-71.08150445,orange
I172079619,42.31915303,-71.07775478,blue
I172044920,42.34430024,-71.07446991,pink
I172063182,42.34489594,-71.09659186,pink
I172023256,42.31190641,-71.10213227,red
I172013387,42.32105956,-71.07313291,blue
I172097965,42.29515455,-71.06489293,purple
I172029120,42.28929101,-71.10358494,red
I172059846,42.31852295,-71.06865846,blue
I172012538,42.35408145,-71.05977436,yellow
I172067596,42.32094361,-71.07761042,blue
I172082181,42.31202047,-71.08851632,blue
I172074048,42.31316966,-71.12237424,red
I172038909,42.26701085,-71.12096171,red
I172099945,42.28265604,-71.07374541,orange
I172075001,42.30294389,-71.0782248,purple
I172031273,42.35358129,-71.06236665,yellow
I172046124,42.31511668,-71.09896537,red
I172054851,42.33182961,-71.07347274,pink
I172096348,42.30748039,-71.10649768,red
I172061907,42.30170124,-71.05300561,purple
I172064244,42.3256465,-71.08767453,orange
I172068795,42.34042575,-71.04894028,green
I172086154,42.33471058,-71.09938904,blue
I172009534,42.28881222,-71.08513152,orange
I172081480,42.32970692,-71.10259204,blue
I172066530,42.34439568,-71.08632016,pink
I172039321,42.31424792,-71.06560782,purple
I172075324,42.27221088,-71.06800025,purple
I172065663,42.2703642,-71.09949286,orange
I172022740,42.33153509,-71.09534648,blue
I172100648,42.35325379,-71.0487241,green
I172088444,42.3452765,-71.0425875,green
I172060031,42.2711941,-71.10398639,orange
I172041893,42.30926098,-71.07233877,purple
I172090746,42.33992934,-71.08105852,pink
I172029875,42.30090969,-71.07425843,purple
I172027611,42.33930416,-71.05160423,green
I172018221,42.32868844,-71.07505044,blue
I172106104,42.27071956,-71.10189851,orange
I172024948,42.34946444,-71.14270449,red
I172094211,42.32214915,-71.10091019,red
I172047262,42.33241896,-71.07501315,pink
I172013252,42.27282017,-71.06525771,purple
I172032265,42.31852698,-71.09664983,blue
I172095890,42.31295412,-71.09259194,blue
I172029596,42.27783207,-71.09355491,orange
I172085177,42.32239123,-71.10196448,red
I172038603,42.33748967,-71.07196107,pink
I172087981,42.3457782,-71.08429595,pink
I182004166,42.35746445,-71.05098164,yellow
I172100980,42.32553801,-71.06579592,green
I172066854,42.29875442,-71.05746425,purple
I172056770,42.3494205,-71.083158,pink
I172053035,42.31714715,-71.10815326,red
I172041610,42.34298822,-71.06249834,pink
I172085461,42.34374746,-71.08218199,pink
I172091543,42.28431486,-71.07410838,orange
I172025488,42.2793449,-71.05928084,purple
I172079274,42.32962107,-71.05763827,green
I172043282,42.35014802,-71.0698982,yellow
I172082808,42.33183055,-71.09746037,blue
I172049471,42.32483301,-71.10164757,red
I172054151,42.29915578,-71.07252754,purple
I172032250,42.29648134,-71.0552649,purple
I172031562,42.35074192,-71.07146111,pink
I172069347,42.30938437,-71.08262277,blue
I172091464,42.30665904,-71.06256742,purple
I172097379,42.28848287,-71.08259001,orange
I172014026,42.27661501,-71.08029831,orange
I172020782,42.35370585,-71.05898587,yellow
I172079585,42.31202047,-71.08851632,blue
I172055467,42.35606892,-71.06984789,yellow
I172025502,42.3166828,-71.05541001,purple
I172010610,42.32838166,-71.05773947,green
I172014367,42.34810188,-71.08814056,pink
I172101402,42.33174951,-71.10958584,blue
I172081439,42.34783501,-71.08595518,pink
I172017225,42.28419895,-71.05440749,purple
I172067697,42.30461251,-71.07296566,purple
I172056647,42.32891063,-71.08949343,blue
I172036989,42.30149875,-71.05071215,purple
I172005773,42.29273124,-71.05886116,purple
I172049269,42.33059033,-71.09780416,blue
I172051917,42.30470399,-71.05908258,purple
I172088694,42.32676524,-71.05848522,green
I172066861,42.30648026,-71.06675783,purple
I172065128,42.33698515,-71.07258823,pink
I172098261,42.32809966,-71.06321676,green
I172024887,42.33630314,-71.04445634,green
I172046109,42.30742924,-71.06863928,purple
I172027060,42.32543617,-71.07390569,blue
I172001645,42.32420149,-71.08881078,blue
I172056738,42.2996895,-71.06511019,purple
I172059803,42.30947016,-71.06664424,purple
I172002937,42.29689796,-71.05585061,purple
I172047204,42.2777688,-71.09334841,orange
I172067186,42.31022576,-71.06905888,purple
I172104349,42.33573516,-71.0292272,green
I172089196,42.332531,-71.07213,green
I172103857,42.29588434,-71.092206,orange
I172018392,42.28611951,-71.09573992,orange
I172076381,42.29919694,-71.06046974,purple
I172011751,42.31735472,-71.0658297,blue
I172091451,42.356668,-71.051517,yellow
I172092842,42.335007,-71.075067,pink
I172089328,42.28970798,-71.07257277,orange
I172037323,42.35014256,-71.05973905,yellow
I172041661,42.2941324,-71.05333328,purple
I172058101,42.33906064,-71.08069001,pink
I172102506,42.32104457,-71.09281974,blue
I172027258,42.28353799,-71.06492001,purple
I172021541,42.33958572,-71.0499288,green
I172083587,42.28220579,-71.07791871,orange
I172007760,42.31319382,-71.06500833,purple
I172027716,42.31620551,-71.06122396,purple
I172028248,42.31655789,-71.05259815,purple
I172038918,42.2717761,-71.10167881,orange
I172079018,42.29115791,-71.11701609,red
I172016501,42.359254,-71.059477,yellow
I172048985,42.31860134,-71.08405792,blue
I172087025,42.30770885,-71.06901874,purple
I172030801,42.29505434,-71.08904077,orange
I172021266,42.30658786,-71.06207255,purple
I172075243,42.27237694,-71.07524224,orange
I172083261,42.31757794,-71.07794982,blue
I172044698,42.33997488,-71.06446552,pink
I172025680,42.3040983,-71.05485569,purple
I172039003,42.30952511,-71.08261838,blue
I172048656,42.31176297,-71.06324161,purple
I172088818,42.32643963,-71.07577308,blue
I172000525,42.320483,-71.061514,purple
I172100026,42.29768517,-71.06841896,purple
I172042753,42.31943966,-71.09467467,blue
I172056397,42.34729751,-71.08773575,pink
I172097769,42.30254239,-71.0595669,purple
I172106204,42.30307413,-71.11081856,red
I172010718,42.29244248,-71.06243605,purple
I172023289,42.3088984,-71.0830519,blue
I172005036,42.35014256,-71.05973905,yellow
I172077419,42.34089472,-71.06892711,pink
I172053275,42.26871441,-71.09221139,orange
I172028080,42.32288805,-71.10174617,red
I172089884,42.35213476,-71.06266757,yellow
I172045667,42.35373104,-71.07548929,pink
I172027817,42.32066147,-71.07067867,blue
I172048311,42.29000873,-71.07580876,orange
I172093710,42.32613742,-71.07531938,blue
I172106081,42.28152196,-71.09008408,orange
I172097893,42.30214892,-71.06014992,purple
I172045889,42.30952511,-71.08261838,blue
I172060298,42.339595,-71.065003,pink
I172019184,42.3473098,-71.07915167,pink
I172074498,42.31326606,-71.08939926,blue
I172088789,42.35157076,-71.07186599,pink
I172022795,42.31052567,-71.05107135,purple
I172039487,42.349155,-71.09392109,pink
I172055523,42.32142378,-71.09229118,blue
I172043052,42.3078214,-71.08354076,blue
I172088372,42.30603974,-71.0862124,blue
I172046613,42.33760828,-71.07333879,pink
I172036657,42.29588434,-71.092206,orange
I172069773,42.32925905,-71.08482402,blue
I172072278,42.32849656,-71.08089725,blue
I172007638,42.27179929,-71.07287043,orange
I172094617,42.27867569,-71.07991939,orange
I172044550,42.28948778,-71.07799371,orange
I172014097,42.36028219,-71.06867269,yellow
I172069457,42.34079771,-71.05392145,green
I172031049,42.3143167,-71.10309424,red
I172080810,42.28431486,-71.07410838,orange
I172054891,42.32658014,-71.07526636,blue
I172040347,42.31624019,-71.11267011,red
I172061021,42.32309278,-71.06849047,blue
I172062928,42.30511791,-71.08019088,purple
I172103092,42.30910782,-71.07253989,purple
I172087057,42.32243205,-71.10284817,red
I172078905,42.30971857,-71.10429432,red
I172020256,42.29214062,-71.0520224,purple
I172005637,42.29489887,-71.07563537,orange
I172017571,42.32046979,-71.0716195,blue
I172005042,42.35389258,-71.06214998,yellow
I172057266,42.3510136,-71.07293513,pink
I172104037,42.29491782,-71.05943678,purple
I172063694,42.33147957,-71.03525734,green
I172039087,42.31083408,-71.10108013,red
I172053218,42.32855807,-71.079276,blue
I172101443,42.30269797,-71.0660148,purple
I172005796,42.31286677,-71.07841587,blue
I172095678,42.34809445,-71.09992438,pink
I172097688,42.29442496,-71.07809281,orange
I172017419,42.29839246,-71.06070797,purple
I172026122,42.29848866,-71.06313294,purple
I172007711,42.28374569,-71.09153583,orange
I172088012,42.2983937,-71.07395875,orange
I172002546,42.33176796,-71.07182739,blue
I172027344,42.2518944,-71.1253531,blue
I172025263,42.33478021,-71.03435748,green
I172098829,42.2789366,-71.05417188,purple
I172077570,42.33059431,-71.05483844,green
I172035156,42.32851529,-71.07653709,blue
I172061042,42.30370925,-71.08313459,blue
I172051233,42.3538772,-71.05830207,yellow
I172006376,42.30307413,-71.11081856,red
I172094168,42.29860756,-71.05549763,purple
I172059815,42.33976143,-71.0570922,green
I172040590,42.335007,-71.075067,pink
I172061137,42.33444882,-71.0757421,pink
I172058560,42.314019,-71.06547605,purple
I172021870,42.3108917,-71.08322396,blue
I172033305,42.35103105,-71.06373331,yellow
I172022286,42.28013735,-71.09079826,orange
I172003148,42.29753608,-71.0644598,purple
I172012279,42.35572908,-71.05891235,yellow
I172021959,42.28423939,-71.09136394,orange
I172094536,42.31989006,-71.07626209,blue
I172050250,42.30703587,-71.08410227,blue
I172079511,42.360705,-71.055868,yellow
I172053148,42.30269797,-71.0660148,purple
I172074382,42.30190838,-71.06890633,purple
I172021409,42.31865884,-71.05673556,purple
I172093333,42.28020911,-71.09292541,orange
I172024397,42.32752693,-71.05541255,green
I172023806,42.34842775,-71.07646876,pink
I172019671,42.3049039,-71.07414043,purple
I172089205,42.33614948,-71.07406908,pink
I172106331,42.31894269,-71.05385684,purple
I172020853,42.32287413,-71.10155354,red
I172085379,42.31612964,-71.0910892,blue
I172080948,42.29977582,-71.06029763,purple
I172068153,42.30063034,-71.06888016,purple
I172071350,42.36168856,-71.05730541,yellow
I172015624,42.35961316,-71.05195809,yellow
I172076319,42.30254239,-71.0595669,purple
I172071875,42.29442496,-71.07809281,orange
I172085874,42.34089503,-71.08566114,pink
I172038038,42.28207714,-71.06532509,purple
I172019282,42.29685211,-71.06702258,purple
I172021629,42.33807989,-71.03937474,green
I172005818,42.3080178,-71.07147771,purple
I172081346,42.33258958,-71.10031377,blue
I172079321,42.320483,-71.061514,purple
I172047873,42.33046536,-71.07442945,blue
I172025512,42.33789449,-71.09306889,pink
I172011513,42.33814528,-71.03549527,green
I172104945,42.31060967,-71.10733333,red
I172052387,42.28104853,-71.0720644,orange
I172011508,42.32272473,-71.08877863,blue
I172044721,42.3494205,-71.083158,pink
I172035022,42.32996524,-71.08570319,blue
I172097701,42.27543877,-71.08766246,orange
I172043596,42.34059518,-71.05703916,green
I172087275,42.30590391,-71.10579106,red
I172029326,42.28866198,-71.06130524,purple
I172063403,42.27136131,-71.0810083,orange
I172049462,42.28341302,-71.09857926,orange
I172063483,42.35110203,-71.05735186,yellow
I172029312,42.30132851,-71.07870873,orange
I182012482,42.34862382,-71.08277637,pink
I172092158,42.360705,-71.055868,yellow
I172011100,42.29892514,-71.05958065,purple
I172082618,42.339621,-71.05533044,green
I172107555,42.28341302,-71.09857926,orange
I172036849,42.30541939,-71.11464403,red
I172019205,42.32438673,-71.11466284,red
I172105853,42.2972764,-71.05667294,purple
I172010328,42.36050504,-71.06766094,yellow
I172007355,42.3018969,-71.08554944,orange
I172001815,42.31167571,-71.06721107,purple
I172080945,42.31167532,-71.08586299,blue
I172036407,42.32287757,-71.06075758,green
I172076927,42.33812749,-71.03649637,green
I172058545,42.29963709,-71.05851176,purple
I172008342,42.36183857,-71.05976489,yellow
I172044520,42.32324394,-71.07642483,blue
I172065336,42.33200738,-71.10996541,blue
I172054718,42.29072142,-71.07373385,orange
I172097562,42.2680362,-71.09484348,orange
I172087518,42.36243178,-71.05454138,yellow
I172074196,42.32102032,-71.09832664,blue
I172089560,42.32930936,-71.06898572,green
I172062901,42.33478044,-71.0950293,blue
I172026015,42.31348664,-71.11706632,red
I172044214,42.28576135,-71.07801426,orange
I172040141,42.27491663,-71.09220444,orange
I172028510,42.2980962,-71.06015138,purple
I172094963,42.33065555,-71.03523334,green
I172094829,42.29044486,-71.08954147,orange
I172090962,42.30492239,-71.10298073,red
I172058406,42.36240281,-71.06954652,yellow
I172058880,42.33744152,-71.10428096,blue
I172026182,42.32492546,-71.09839601,red
I172060449,42.35211138,-71.06597576,yellow
I172033924,42.31532803,-71.06459759,purple
I172105842,42.32678576,-71.0668577,green
I172106805,42.30896999,-71.08284839,blue
I172037876,42.32734041,-71.07945869,blue
I172008486,42.32481502,-71.05685147,green
I172040870,42.29391227,-71.05399129,purple
I172058445,42.292425,-71.117804,red
I172097548,42.31427776,-71.05997267,purple
I172097980,42.34994662,-71.05892052,yellow
I172007689,42.33744152,-71.10428096,blue
I172064374,42.3252158,-71.07492178,blue
I172096030,42.34062451,-71.06803086,pink
I172016087,42.30839354,-71.06473124,purple
I172048610,42.29821908,-71.05704798,purple
I172062290,42.34163892,-71.05156725,green
I172057309,42.34274131,-71.05735681,green
I172101493,42.32643571,-71.10411063,blue
I172085349,42.31045049,-71.07899231,blue
I172012695,42.30175495,-71.05105462,purple
I172042097,42.27129063,-71.07384127,orange
I172086779,42.33665048,-71.07841035,pink
I172029631,42.33264609,-71.05188941,green
I172046896,42.3588621,-71.05680967,yellow
I172103654,42.33744152,-71.10428096,blue
I172004579,42.30516888,-71.10877689,red
I172063741,42.35562813,-71.05567739,yellow
I172002216,42.30307413,-71.11081856,red
I172080813,42.27738642,-71.09169299,orange
I172087667,42.31727763,-71.08250414,blue
I172098757,42.30228605,-71.06954811,purple
I172090453,42.31322413,-71.05715277,purple
I172023502,42.2952182,-71.06068709,purple
I172094154,42.30258532,-71.05724301,purple
I172019095,42.31136222,-71.07582056,blue
I172020424,42.31685456,-71.07457617,blue
I172034382,42.33048169,-71.0816673,pink
I172081374,42.34194788,-71.08362479,pink
I172084863,42.33011862,-71.08425106,blue
I172019408,42.2972764,-71.05667294,purple
I172026400,42.3143418,-71.06050395,purple
I172058747,42.32235287,-71.11218992,red
I172024572,42.28221207,-71.05556154,purple
I172051153,42.32235287,-71.11218992,red
I172014329,42.31865102,-71.08162344,blue
I172055357,42.28734179,-71.06971443,purple
I172104286,42.30238064,-71.0871183,blue
I172074329,42.28277509,-71.08877688,orange
I172105742,42.31939136,-71.08544157,blue
I172059703,42.31603541,-71.0817978,blue
I172081426,42.33598881,-71.07764721,pink
I172055936,42.30892227,-71.09986991,red
I172015606,42.28840766,-71.05860624,purple
I172002713,42.34941613,-71.04996488,green
I172087323,42.34709349,-71.08764568,pink
I172103148,42.32798679,-71.09935358,blue
I172036983,42.33178186,-71.09718868,blue
I172047377,42.33152148,-71.07085307,green
I172036741,42.29442496,-71.07809281,orange
I172018122,42.33153805,-71.08015661,blue
I172000162,42.29685211,-71.06702258,purple
I172057049,42.288705,-71.07810765,orange
I172052328,42.33624575,-71.05387586,green
I172037462,42.30276102,-71.10434842,red
I172033527,42.27470119,-71.09344053,orange
I172013509,42.33296171,-71.1104193,blue
I172049317,42.33326215,-71.1070647,blue
I172047455,42.33640891,-71.08565039,pink
I172013188,42.29417346,-71.07193797,purple
I172025659,42.3169912,-71.05930328,purple
I172067441,42.3134571,-71.06271009,purple
I172046478,42.32469443,-71.10087902,red
I172094722,42.31127726,-71.08909334,blue
I172007833,42.33563345,-71.03542263,green
I172014738,42.28229312,-71.08088944,orange
I172051087,42.32866284,-71.08563401,blue
I172055520,42.3093638,-71.08416777,blue
I172067092,42.31193403,-71.1142909,red
I172102451,42.30082268,-71.08589873,orange
I172039639,42.3219484,-71.08138427,blue
I172086018,42.28427374,-71.08109194,orange
I172096957,42.32925905,-71.08482402,blue
I172046742,42.32148976,-71.08554553,blue
I172080217,42.32369753,-71.08016318,blue
I172054482,42.34373406,-71.0741916,pink
I172090425,42.30175909,-71.0795516,orange
I172007296,42.28265604,-71.07374541,orange
I172099974,42.33394613,-71.03533076,green
I172063912,42.33027328,-71.06959128,green
I172088745,42.30018979,-71.08244261,orange
I172030480,42.29549223,-71.0858704,orange
I172039455,42.31877172,-71.07357119,blue
I172097400,42.30938437,-71.08262277,blue
I172013046,42.35207339,-71.05716136,yellow
I172078177,42.29290563,-71.06955795,purple
I172025180,42.30859269,-71.06570888,purple
I172060397,42.30910324,-71.06259482,purple
I172017144,42.3451828,-71.10066932,pink
I172032633,42.28265604,-71.07374541,purple
I172008095,42.35079907,-71.06500775,yellow
I172056265,42.31705299,-71.06521384,blue
I172102922,42.32246156,-71.08486426,blue
I172092878,42.28927372,-71.11704164,red
I172074497,42.36217338,-71.0678955,yellow
I172055675,42.34521735,-71.08762065,pink
I172072310,42.30649283,-71.08180677,blue
I172079079,42.33001489,-71.03851306,green
I172002366,42.32150685,-71.07076276,blue
I172042749,42.32702358,-71.07522008,blue
I172004928,42.34435537,-71.08804904,pink
I172021074,42.33748963,-71.10880593,blue
I172045551,42.29450457,-71.07767625,orange
I172062963,42.31966035,-71.08946896,blue
I172031758,42.34624311,-71.08568046,pink
I172063562,42.29326831,-71.05006449,purple
I172002085,42.27197247,-71.10680631,orange
I172038609,42.30280906,-71.07812508,purple
I172014912,42.30952511,-71.08261838,blue
I172004368,42.33207616,-71.07145394,blue
I172079272,42.34470136,-71.07037609,pink
I172098322,42.30234412,-71.0763037,purple
I172095456,42.3036967,-71.07104897,purple
I172021550,42.3505,-71.109919,pink
I172017211,42.34398491,-71.06799686,pink
I172063649,42.33297808,-71.10905423,blue
I182009993,42.31408519,-71.09998685,red
I172062626,42.29182835,-71.11780085,red
I172076905,42.32030801,-71.05765038,green
I172017630,42.33598881,-71.07764721,pink
I172082145,42.32015414,-71.11119859,red
I172053198,42.33046611,-71.04513271,green
I172050179,42.31176766,-71.09971564,red
I172094637,42.32563628,-71.07516061,blue
I172099482,42.34952413,-71.07220428,pink
I172017510,42.31799862,-71.06729022,blue
I182000006,42.29071406,-71.09234897,orange
I172049477,42.3076111,-71.05970561,purple
I172103394,42.33693507,-71.06867002,pink
I172046356,42.34395226,-71.08990705,pink
I172042847,42.31362799,-71.09560307,red
I172068890,42.36033524,-71.06636237,yellow
I172107671,42.30703587,-71.08410227,blue
I172055925,42.31118036,-71.08311324,blue
I172036890,42.31226098,-71.08179001,blue
I172056534,42.29444388,-71.08026095,orange
I172041364,42.33041036,-71.11148382,red
I172010246,42.32122056,-71.06538373,blue
I172025069,42.35162789,-71.0686641,yellow
I172105633,42.33363934,-71.05701828,green
I172054589,42.31543528,-71.0566892,purple
I172015501,42.33557994,-71.0546686,green
I172056959,42.354758,-71.051414,yellow
I172106452,42.27094651,-71.09193626,orange
I172075855,42.34815229,-71.08450821,pink
I172020783,42.35202343,-71.06463445,yellow
I172001680,42.29136517,-71.07435044,orange
I172085520,42.34402658,-71.06206392,pink
I172008242,42.31711243,-71.09834922,red
I172106258,42.28049764,-71.04888519,purple
I172078728,42.35887341,-71.06288366,yellow
I172087906,42.32102032,-71.09832664,blue
I172027615,42.29244178,-71.07320696,orange
I172074823,42.3088984,-71.0830519,blue
I172029876,42.28575222,-71.06430857,purple
I172071450,42.33760719,-71.0782582,pink
I172049013,42.31754665,-71.06623119,blue
I172059533,42.3133693,-71.09506208,blue
I172055026,42.28413536,-71.06957385,purple
I172010483,42.28687441,-71.09457079,orange
I172085414,42.28482577,-71.09137369,orange
I172068946,42.36579076,-71.05116185,yellow
I172016924,42.35064439,-71.06811584,yellow
I172057639,42.30597541,-71.07011898,purple
I172063930,42.29042605,-71.04850288,purple
I172034880,42.29549707,-71.07211394,purple
I172100707,42.352885,-71.056337,yellow
I172107269,42.31660449,-71.07590768,blue
I172012864,42.33013124,-71.10138008,blue
I172050724,42.30492239,-71.10298073,red
I172051407,42.28756451,-71.08223781,orange
I172068613,42.30870132,-71.07932755,blue
I172053618,42.30388694,-71.07047879,purple
I172000663,42.32380154,-71.05831079,green
I172102679,42.31202485,-71.05742602,purple
I172021476,42.3212743,-71.11030469,red
I172031411,42.30989454,-71.08231854,blue
I172039888,42.28719884,-71.09037294,orange
I172062415,42.29174127,-71.07717929,orange
I172023659,42.31082341,-71.07267019,blue
I172060679,42.31054308,-71.05958278,purple
I172033431,42.33063626,-71.05696207,green
I172049245,42.33748963,-71.10880593,blue
I172035551,42.33664223,-71.10876358,blue
I172010176,42.29923318,-71.07414711,purple
I172081137,42.31417502,-71.07639975,blue
I172068378,42.3647718,-71.05346792,yellow
I172095390,42.35083019,-71.05641803,yellow
I172052745,42.34335843,-71.08576891,pink
I172105779,42.29427188,-71.07887359,orange
I172091953,42.31398981,-71.07584635,blue
I172047899,42.27133005,-71.08299865,orange
I172065353,42.28875771,-71.0751631,orange
I172081120,42.28717863,-71.06390668,purple
I172027266,42.34518938,-71.06761488,pink
I172013954,42.33492814,-71.08845821,blue
I172015926,42.31478234,-71.05680037,purple
I172042354,42.27213254,-71.09373454,orange
I172011369,42.3596868,-71.06938583,yellow
I172096019,42.268024,-71.09301057,orange
I172073356,42.30116123,-71.07284279,purple
I172073494,42.29997192,-71.07226367,purple
I172040000,42.29710452,-71.08807731,orange
I172082171,42.33152148,-71.07085307,green
I172001056,42.29772628,-71.06380123,purple
I172099000,42.34402658,-71.06206392,pink
I172072254,42.33402492,-71.09980768,blue
I172044383,42.34840245,-71.1059818,pink
I172071697,42.32665471,-71.10679596,red
I172050293,42.29233679,-71.04923398,purple
I172096791,42.29915578,-71.07252754,purple
I172042657,42.35067063,-71.07520557,pink
I172087037,42.31096953,-71.08461836,blue
I172057202,42.29282591,-71.07966513,orange
I172051261,42.30723884,-71.07073928,purple
I172093007,42.34243945,-71.0844553,pink
I172073768,42.2871482,-71.06493039,purple
I172028803,42.31813522,-71.06763388,blue
I172009359,42.29108353,-71.05692998,purple
I172051664,42.30938437,-71.08262277,blue
I172026700,42.28009279,-71.0800541,orange
I172078168,42.320483,-71.061514,purple
I172084904,42.31408519,-71.09998685,red
I172018367,42.347497,-71.101763,pink
I172105764,42.27683754,-71.0952644,orange
I172050968,42.28625551,-71.06257486,purple
I172092239,42.33686889,-71.04379437,green
I172030686,42.33048316,-71.04409246,green
I172068598,42.27094745,-71.10288838,orange
I172096544,42.34278722,-71.0738256,pink
I172000730,42.2783992,-71.06636305,purple
I172003104,42.31844442,-71.10399969,red
I172066257,42.28945401,-71.0728028,orange
I172079038,42.28410589,-71.04608937,purple
I172004481,42.30385443,-71.06087585,purple
I172072001,42.34111504,-71.05632465,green
I172034635,42.30867785,-71.0829592,blue
I172052242,42.28265604,-71.07374541,orange
I172071826,42.31917223,-71.07026435,blue
I172052128,42.33898333,-71.07748706,pink
I172042252,42.280587,-71.07432184,orange
I172018313,42.32587293,-71.0888816,blue
I172031276,42.30756404,-71.05843368,purple
I172021741,42.33210843,-71.07014395,green
I172086303,42.34556623,-71.05151508,green
I172083917,42.28625551,-71.06257486,purple
I172007324,42.3530074,-71.05289344,yellow
I172093037,42.31866067,-71.05881776,purple
I172104115,42.35091932,-71.05854263,yellow
I172001565,42.27892192,-71.09499519,orange
I172105286,42.30316091,-71.08515552,orange
I172010021,42.31702141,-71.09459204,blue
I172070351,42.31705299,-71.06521384,blue
I172010912,42.32469443,-71.10087902,red
I172012986,42.33280302,-71.0963892,blue
I172078512,42.30780129,-71.11389701,red
I172033488,42.30492795,-71.05979933,purple
I172007185,42.33954199,-71.06940877,purple
I172087391,42.33401829,-71.07638124,pink
I172083676,42.32200015,-71.08059527,blue
I172025065,42.29810706,-71.06246102,purple
I172028170,42.3049039,-71.07414043,purple
I172007678,42.31894276,-71.07775788,blue
I172031185,42.29896518,-71.04944203,purple
I172084625,42.34862382,-71.08277637,pink
I172041402,42.29084577,-71.07414557,orange
